sch_ID,sch_Name,sch_PhoneNo,sch_Email,sch_Address,sch_Code,sch_Year,sch_Status
953,"SEK MEN MULONG K BHARU KELANTAN",,,,1DA044,,
954,"SEK MEN KEB MULONG K BHARU (CALON PERSENDIRIAN)",,,,2DA044,,
955,"SEK MEN MULONG K BHARU KELANTAN",,,,1DA045,,
956,"SEK MEN KEB MULONG K BHARU (CALON PERSENDIRIAN)",,,,2DA045,,
957,"SEK MEN KEB KADOK KELANTAN",,,,1DA047,,
958,"SMK KADOK A KOTA BHARU KELANTAN",,,,2DA047,,
959,"SEKOLAH MENENGAH KEBANGSAAN KADOK KELANTAN",,,,1DA048,,
960,"SEK MEN KEBANGSAAN KETEREH KELANTAN",,,,1DA050,,
961,"SEK MEN KEB KETEREH KELANTAN",,,,1DA051,,
962,"SEK MEN KEB KETEREH KELANTAN",,,,1DA052,,
963,"SEK MEN KEBANGSAAN PANGKAL KALONG KELANTAN",,,,1DA054,,
964,"SMUA DARUL AMAN KOK LANAS KELANTAN",,,,2DA054,,
965,"SEK MEN KEB AGAMA NAIM LILBANAT K BHARU KELANTAN",,,,1DA056,,
966,"SEKOLAH MENENGAH KUBANG KERIAN 1 KELANTAN",,,,1DA058,,
967,"SMK KUBANG KERIAN I A KOTA BHARU KELANTAN",,,,2DA058,,
968,"SEKOLAH MENENGAH KUBANG KERIAN 1 KELANTAN",,,,1DA059,,
969,"SEK MEN KEB LONG GAFAR K BHARU KELANTAN",,,,1DA062,,
970,"SEK MEN KEB LONG GAFAR K BHARU (CALON PERSENDIRIAN)",,,,2DA062,,
971,"SEK MEN KEB LONG GAFAR K BHARU KELANTAN",,,,1DA063,,
972,"SEK MEN LONG GAFAR KOTA BAHRU (CALON PERSENDIRIAN)",,,,2DA063,,
973,"SEKOLAH MENENGAH MELOR KOTA BHARU KELANTAN",,,,1DA064,,
974,"SEKOLAH MENENGAH MELOR KOTA BHARU KELANTAN",,,,1DA065,,
975,"SEKOLAH MENENGAH MELOR KOTA BHARU KELANTAN",,,,1DA066,,
976,"SEKOLAH MENENGAH RAJA SAKTI K BHARU KELANTAN",,,,1DA069,,
977,"SMK RAJA SAKTI A KOTA BHARU KELANTAN",,,,2DA069,,
978,"SEKOLAH MENENGAH RAJA SAKTI K BHARU KELANTAN",,,,1DA070,,
979,"SEK MEN PENGKALAN CHEPA K BHARU KELANTAN",,,,1DA072,,
980,"SEK MEN PENGKALAN CHEPA K BHARU KELANTAN",,,,1DA073,,
981,"SEK MEN PENGKALAN CHEPA K BHARU KELANTAN",,,,1DA074,,
982,"SEK MEN PENGKALAN CHEPA K BHARU KELANTAN",,,,1DA075,,
983,"SEK MEN SAINS TENGKU MUHAMMAD FARIS PETRA KELANTAN",,,,1DA077,,
984,"SEKOLAH MENENGAH PANJI K BHARU KELANTAN",,,,1DA079,,
985,"SEK MEN KEB DATO' AHMAD MAHER K BHARU KELANTAN",,,,1DA080,,
986,"SEK MEN KEB DATO' AHMAD MAHER K BHARU KELANTAN",,,,1DA081,,
987,"SEK MEN PINTU GENG KOTA BHARU KELANTAN",,,,1DA082,,
988,"SMK PINTU GENG KOTA BHARU KELANTAN",,,,2DA082,,
989,"SEK MEN KEBANGSAAN DEWAN BETA KOTA BHARU KELANTAN",,,,1DA084,,
990,"SEKOLAH MENENGAH KEMUMIN KOTA BHARU KELANTAN",,,,1DA085,,
991,"SEK MEN KEB KUBANG KERIAN 2 KELANTAN",,,,1DA087,,
992,"SEKOLAH MENENGAH KOK LANAS KOTA BHARU KELANTAN",,,,1DA088,,
993,"SEK MEN KEB AGAMA MELOR KOTA BHARU KELANTAN",,,,1DA089,,
994,"SEK MEN KEB TANJONG MAS K BHARU KELANTAN",,,,1DA090,,
995,"MRSM PASIR TUMBOH KELANTAN",,,,1DA093,,
996,"SEK MEN KEB ZAINAB 2 K BHARU KELANTAN",,,,1DA094,,
997,"CALON PERSENDIRIAN PERSEORANGAN KELANTAN",,,,2DA094,,
998,"SEK MEN KEB PENAMBANG K BHARU KELANTAN",,,,1DA096,,
999,"SM UGAMA ARAB AR RAHMAH KENALI KOTA BHARU KELANTAN",,,,1DA200,,
1000,"SMUA AL YUNUSIAH",,,,2DA200,,
1001,"SMUA TAQADDUM MAARIF KOTA BHARU KELANTAN",,,,1DA201,,
1002,"SM UGAMA DINIAH PERINGAT KOTA BHARU",,,,2DA201,,
1003,"SMU ARAB DARUL ANUAR KELANTAN",,,,1DA202,,
1004,"SMU A MAAHAD MUHAMMADI LELAKI KELANTAN",,,,1DA203,,
1005,"SMUA MAAHAD MUHAMMADI L KOTA BHARU KELANTAN",,,,2DA203,,
1006,"SMU A MAAHAD MUHAMMADI KOTA BHARU KELANTAN",,,,1DA205,,
1007,"SMUA MAKTAB PENGAJIAN ISLAM KELANTAN",,,,1DA207,,
1008,"SMU A TARBIAH MARDZIAH K BHARU KELANTAN",,,,1DA208,,
1009,"SEK MEN AGAMA AZHARIAH KOTA BHARU KELANTAN",,,,1DA211,,
1010,"SEK MEN UGAMA ARAB BADANG K BHARU KELANTAN",,,,1DA212,,
1011,"SEKOLAH MENENGAH ISLAM AL-HUSNA",,,,2DA212,,
1012,"SEK MEN PERSENDIRIAN CHUNG HWA KELANTAN",,,,1DA213,,
1013,"SMUA SULLAMIAH BUNUT PAYONG KOTA BHARU KELANTAN",,,,1DA214,,
1014,"SM UGAMA ARAB HAMIDIAH LIL BANIN WAL BANAT KELANTAN",,,,1DA215,,
1015,"SMU A DARUL-SAADAH BETA HULU",,,,2DA215,,
1016,"SEK MEN UGAMA ARAB ITTIHADIAH KELANTAN",,,,1DA216,,
1017,"SMUA TAQADDUMIL ILMI KETEREH KOTA BHARU KELANTAN",,,,2DA216,,
1018,"SEK MEN KEB TUMPAT KELANTAN",,,,1DB001,,
1019,"SEK MEN KEB DATO BIJI WANGSA TUMPAT KELANTAN",,,,1DB004,,
1020,"SEK MEN KEB DATO BIJI WANGSA TUMPAT KELANTAN",,,,1DB005,,
1021,"SMK CHABANG EMPAT TUMPAT KELANTAN",,,,1DB007,,
1022,"SMK CHABANG EMPAT TUMPAT KELANTAN",,,,1DB008,,
1023,"SEK MEN KEB KG LAUT TUMPAT KELANTAN",,,,1DB010,,
1024,"SEK MEN KEB KG LAUT TUMPAT KELANRTAN",,,,1DB011,,
1025,"SMK SUNGAI PINANG PALEKBANG KELANTAN",,,,1DB013,,
1026,"SEKOLAH MENENGAH GETING A TUMPAT KELANTAN",,,,1DB016,,
1027,"SEKOLAH MENENGAH GETING B",,,,1DB017,,
1028,"SMK GETING B TUMPAT KELANTAN",,,,2DB017,,
1029,"SMK WAKAF BHARU TUMPAT KELANTAN",,,,1DB018,,
1030,"SMK WAKAF BHARU A WAKAF BHARU TUMPAT",,,,2DB018,,
1031,"SMK WAKAF BHARU TUMPAT KELANTAN",,,,1DB019,,
1032,"SEK MEN KEB MAHMUD MAHYIDIN PASIR PEKAN KELANTAN",,,,1DB021,,
1033,"SEK MEN KEB MAHMUD MAHYIDIN PASIR PEKAN KELANTAN",,,,1DB022,,
1034,"SEK MEN KEB AGAMA FALAHIAH PASIR PEKAN KELANTAN",,,,1DB023,,
1035,"SM UGAMA MAAHAD MUHAMMADI PASIR PEKAN TUMPAT KELANTAN",,,,1DB200,,
1036,"SMUA TUMPAT TUMPAT KELANTAN",,,,1DB201,,
1037,"SEK MEN UGAMA ARAB MEHELIAH GETING TUMPAT KELANTAN",,,,1DB202,,
1038,"SEK MEN ARAB BUSTANUL SAADAH MORAK TUMPAT KELANTAN",,,,1DB203,,
1039,"SEK MEN ARAB TARBIAH DINIAH BUNUT SARANG BURUNG",,,,2DB203,,
1040,"SMU TARBIAH ISLAMIAH CHABANG EMPAT TUMPAT KELANTAN",,,,1DB204,,
1041,"SEK MEN UGAMA ARAB NURUL HUDA KAJANG SEBIDANG",,,,2DB204,,
1042,"SEK MEN ARAB MARDHIAH KUBANG BATANG TUMPAT KELANTAN",,,,3DB204,,
1043,"SEK MEN SULTAN IBRAHIM SATU PASIR MAS KELANTAN",,,,1DC001,,
1044,"SEK MEN KEB SUL IBRAHIM (1) P MAS(CALON PERSENDIRIAN)",,,,2DC001,,
1045,"SEK MEN KEB SUL IBRAHIM (1) PASIR MAS KELANTAN",,,,1DC002,,
1046,"SM SULTAN IBRAHIM 2 PASIR MAS KELANTAN",,,,1DC004,,
1047,"SM SULTAN IBRAHIM 2 PASIR MAS KELANTAN",,,,1DC005,,
1048,"SM SULTAN IBRAHIM 2 PASIR MAS KELANTAN",,,,1DC006,,
1049,"SEKOLAH MENENGAH PEREMPUAN PASIR MAS KELANTAN",,,,1DC008,,
1050,"SEK MEN KEB PEREMPUAN P MAS (CALON PERSENDIRIAN)",,,,2DC008,,
1051,"SEK MEN TENDONG PASIR MAS  KELANTAN",,,,1DC010,,
1052,"SEK MEN TENDONG PASIR MAS KELANTAN",,,,1DC011,,
1053,"SEK MEN KEB TENDONG P MAS (CALON PERSENDIRIAN)",,,,2DC011,,
1054,"SEK MEN KEB BUNUT SUSU P MAS KELANTAN",,,,1DC013,,
1055,"SEK MEN KEB BUNUT SUSU P MAS (CALON PERSENDIRIAN)",,,,2DC013,,
1056,"SEKOLAH MENENGAH KEBANGSAAN BUNUT SUSU 17020 P/MAS",,,,1DC014,,
1057,"SEK MEN TIANG CHANDI P MAS KELANTAN",,,,1DC016,,
1058,"SEK MEN MERANTI PASIR MAS KELANTAN",,,,1DC018,,
1059,"SEK MEN MERANTI PASIR MAS KELANTAN",,,,1DC019,,
1060,"SEK MEN RANTAU PANJANG KELANTAN",,,,1DC021,,
1061,"SMK RANTAU PANJANG A RANTAU PANJANG KELANTAN",,,,2DC021,,
1062,"SEKOLAH MENENGAH RANTAU PANJANG KELANTAN",,,,1DC022,,
1063,"SM TENGKU PANGLIMA RAJA A PASIR MAS KELANTAN",,,,1DC025,,
1064,"SM TENGKU PANGLIMA RAJA B PASIR MAS KELANTAN",,,,1DC026,,
1065,"SMK TENGKU PANGLIMA RAJA B PASIR MAS KELANTAN",,,,2DC026,,
1066,"SEKOLAH MENENGAH KANGKONG PASIR MAS KELANTAN",,,,1DC027,,
1067,"SEK MEN KEB TO' UBAN PASIR MAS KELANTAN",,,,1DC029,,
1068,"SEK MEN KEB TO'UBAN P MAS KELANTAN",,,,1DC030,,
1069,"SEKOLAH MENENGAH CHETOK PASIR MAS KELANTAN",,,,1DC031,,
1070,"SMUA AL BALAGHUL MUBIN RONG CHENOK CHETOK P MAS KEL",,,,2DC031,,
1071,"SMUA AL MARDZIAH JABO CHETOK PASIR MAS KELANTAN",,,,3DC031,,
1072,"SEKOLAH MENENGAH GUAL PERIOK PASIR MAS KELANTAN",,,,1DC032,,
1073,"SEK MEN KEB KEDONDONG P MAS KELANTAN",,,,1DC034,,
1074,"SEKOLAH MENENGAH AGAMA ARAB AL-TAHIRIAH PASIR MAS",,,,2DC200,,
1075,"SEK MEM UGAMA ARAB AL-SHUKURIAH",,,,3DC200,,
1076,"SEKOLAH MENENGAH UGAMA ARAB ISLAMIAH LUBOK GONG",,,,4DC200,,
1077,"SEKOLAH MENENGAH UGAMA ARAB PASIR MAS KELANTAN",,,,1DC201,,
1078,"SMU A ASRIAH BANGGOL CHICHA 17000 PASIR MAS KELANTAN",,,,2DC201,,
1079,"SMUA AL ULUM PADANG EMBUN PASIR MAS KELANTAN",,,,1DC203,,
1080,"SMUA KHAIRIAH PASIR MAS KELANTAN",,,,1DC204,,
1081,"SMUA RAHMANIAH REPEK 17070 PASIR MAS KELANTAN",,,,2DC204,,
1082,"SMUA DINIAH BONGOR PASIR MAS KELANTAN",,,,3DC204,,
1083,"SMUA DARUL SAADAH PASIR MAS KELANTAN",,,,4DC204,,
1084,"SMUA AL FALAH SIRAM PASIR MAS KELANTAN",,,,5DC204,,
1085,"SMUA ISMAILIAH P MAS KELANTAN",,,,1DC205,,
1086,"SM UGAMA ARAB TARBIAH DINIAH MERANTI PASIR MAS",,,,2DC205,,
1087,"SMUA TARBIAH DINIAH TOK UBAN PASIR MAS KELANTAN",,,,1DC206,,
1088,"SEK MEN UGAMA ARAB AL-FAUZIAH KELANTAN",,,,1DC209,,
1089,"SEK MEN DATO'MAHMUD PADUKA RAJA T MERAH KELANTAN",,,,1DD001,,
1090,"SEK MEN DATO' MAHMUD PADUKA RAJA T MERAH KELANTAN",,,,1DD002,,
1091,"SEKOLAH MENENGAH TANAH MERAH 1 KELANTAN",,,,1DD004,,
1092,"SEKOLAH MENENGAH TANAH MERAH 1 KELANTAN",,,,1DD005,,
1093,"SEKOLAH MENENGAH BATU GAJAH TANAH MERAH KELANTAN",,,,1DD008,,
1094,"SEK MEN BATU GAJAH T MERAH KELANTAN",,,,1DD009,,
1095,"SMU A TARBIAH ISLAMIAH",,,,2DD009,,
1096,"SMU A DARUL ULUM JEDOK TANAH MERAH",,,,3DD009,,
1097,"SEK MEN KEB IPOH T MERAH KELANTAN",,,,1DD010,,
1098,"SEK MEN ARAB TERNANG IPOH TANAH MERAH KELANTAN",,,,2DD010,,
1099,"SMU ARAB AL-RAHIMIAH BUKIT TELAGA TANAH MERAH",,,,3DD010,,
1100,"SEK MEN KEB IPOH TANAH MERAH (CALON PERSENDIRIAN)",,,,4DD010,,
1101,"SEK MEN KEB IPOH T MERAH KELANTAN",,,,1DD011,,
1102,"SEK MEN KEB IPOH TANAH MERAH (CALON PERSENDIRIAN)",,,,2DD011,,
1103,"SEKOLAH MENENGAH LADANG KERILLA TANAH MERAH KELANTAN",,,,1DD012,,
1104,"SEK MEN KEB ALOR PASIR T MERAH KELANTAN",,,,1DD013,,
1105,"SMK ALOR PASIR TANAH MERAH KELANTAN",,,,2DD013,,
1106,"SM KEMAHANG A TANAH MERAH KELANTAN",,,,1DD014,,
1107,"SM KEMAHANG B TANAH MERAH KELANTAN",,,,1DD015,,
1108,"SMU A AL-ANSORIAH",,,,2DD015,,
1109,"SMK KEMAHANG B TANAH MERAH KELANTAN",,,,3DD015,,
1110,"SEK MEN TANAH MERAH 2 KELANTAN",,,,1DD017,,
1111,"SMK TANAH MERAH 2 A TANAH MERAH KELANTAN",,,,2DD017,,
1112,"SEK MEN TANAH MERAH 2 KELANTAN",,,,1DD018,,
1113,"SMU ARAB PADANG SIAM T MERAH KELANTAN",,,,1DD200,,
1114,"SEK MEN AGAMA AL-IHSAN TANAH MERAH KELANTAN",,,,1DD201,,
1115,"SEK MEN AGAMA ARAB AL-FITRAH PASIR SAT TANAH MERAH",,,,2DD201,,
1116,"SEK MEN ARAB BUKIT MAS TANAH MERAH KELANTAN",,,,1DD202,,
1117,"SMU A AL-DINIAH TANAH MERAH",,,,2DD202,,
1118,"SMU A RAHMANIAH PALOH BUKIT PANAU T MERAH KELANTAN",,,,1DD203,,
1119,"SEK MEN KEB AYER LANAS KELANTAN",,,,1DE001,,
1120,"SEK MEN KEB AYER LANAS KELANTAN",,,,1DE002,,
1121,"SMK AYER LANAS B JELI KELANTAN",,,,2DE002,,
1122,"SEK MEN KEB JELI KELANTAN",,,,1DE003,,
1123,"SEK MEN KEB KUALA BALAH KELANTAN",,,,1DE004,,
1124,"SEK MEN KEB BATU MELINTANG KELANTAN",,,,1DE005,,
1125,"SEK MEN UGAMA ALDINIAH BATU MELINTANG JELI KELANTAN",,,,2DE005,,
1126,"SMU ARAB AL-SABIRIN KELANTAN",,,,1DE200,,
1127,"SMU ARAB NAHDATUL ULUM KELANTAN",,,,1DE203,,
1128,"SM UGAMA ARAB RAUDHAH AL NAZIRIN KELANTAN",,,,1DE205,,
1129,"SEKOLAH MENENGAH KEBANGSAAN HAMZAH MACHANG KELANTAN",,,,1DF001,,
1130,"SEKOLAH MENENGAH KEBANGSAAN HAMZAH MACHANG KELANTAN",,,,1DF002,,
1131,"SEKOLAH MENENGAH KEBANGSAAN HAMZAH MACHANG KELANTAN",,,,1DF003,,
1132,"SEKOLAH MENENGAH KEBANGSAAN MACHANG KELANTAN",,,,1DF004,,
1133,"SM UGAMA AL-HUDA",,,,2DF004,,
1134,"SMK MACHANG A MACHANG KELANTAN",,,,3DF004,,
1135,"SEKOLAH MENENGAH KEBANGSAAN MACHANG KELANTAN",,,,1DF005,,
1136,"SEKOLAH MENENGAH KEBANGSAAN ABD SAMAD MACHANG KELANTAN",,,,1DF007,,
1137,"SEKOLAH MENENGAH KEBANGSAAN ABD SAMAD MACHANG KELANTAN",,,,1DF008,,
1138,"SEKOLAH MENENGAH SERI INTAN KELANTAN",,,,1DF010,,
1139,"SEKOLAH MENENGAH SERI INTAN KELANTAN",,,,1DF011,,
1140,"SEKOLAH MENENGAH PANGKAL MELERET MACHANG KELANTAN",,,,1DF012,,
1141,"SEKOLAH MENENGAH SAINS MACHANG KELANTAN",,,,1DF014,,
1142,"SEK MEN KEB AGAMA WATANIAH MACHANG KELANTAN",,,,1DF016,,
1143,"SM UGAMA ARAB AHMADIAH BANGGOL JUDAH MACHANG",,,,2DF016,,
1144,"SEKOLAH MENENGAH TEMANGAN KELANTAN",,,,1DF018,,
1145,"SEKOLAH MENENGAH AGAMA DINIAH PASIR SENOR MACHANG",,,,2DF018,,
1146,"SMU ARAB SYAMSUL MAARIF LELAKI LABOK MACHANG KELANTAN",,,,1DF200,,
1147,"SMU A SYAMSUL MAARIF P KELANTAN",,,,1DF204,,
1148,"SMUA SYAMSUL MAARIF P PULAI CHONDONG MACHANG",,,,2DF204,,
1149,"SEK MEN KEB SULTAN YAHYA PETRA I K KRAI KELANTAN",,,,1DG001,,
1150,"SEK MEN KEB SULTAN YAHYA PETRA K KRAI KELANTAN",,,,1DG002,,
1151,"SEK MEN KEB SULTAN YAHYA PETRA I K KRAI KELANTAN",,,,1DG003,,
1152,"SEK MEN KEB KUALA KRAI KELANTAN",,,,1DG004,,
1153,"SEK MEN KEB KUALA KRAI KELANTAN",,,,1DG005,,
1154,"SEK MEN KEBN KEROH KUALA KRAI KELANTAN",,,,1DG007,,
1155,"SMUA SYUKURIAH BUKIT SIREH KUALA KRAI KELANTAN",,,,2DG007,,
1156,"SEKOLAH MENENGAH KEBANGSAAN PAHI KELANTAN",,,,1DG008,,
1157,"SEK MEN KEB PAHI KUALA KRAI KELANTAN",,,,1DG009,,
1158,"SEKOLAH MENENGAH KEBANGSAAN MANEK URAI KELANTAN",,,,1DG010,,
1159,"SEKOLAH MENENGAH KEBANGSAAN LALOH KELANTAN",,,,1DG012,,
1160,"SEKOLAH MENENGAH KEBANGSAAN MENGKEBANG KELANTAN",,,,1DG013,,
1161,"SMU ARAB AL-SAADAH KUALA KRAI KELANTAN",,,,2DG013,,
1162,"SEK MEN KEBANGSAAN DABONG KUALA KRAI KELANTAN",,,,1DG014,,
1163,"SM UGAMA ARAB NURUL IHSAN",,,,2DG014,,
1164,"SEKOLAH MENENGAH SULTAN YAHYA PETRA 2 KELANTAN",,,,1DG017,,
1165,"SMU A RAHMANIAH KUALA KRAI KELANTAN",,,,1DG200,,
1166,"SMUA RAHMANIAH KUALA KRAI KELANTAN",,,,2DG200,,
1167,"SMUA FALAHIAH SUNGAI SOK KUALA KRAI KELANTAN",,,,1DG201,,
1168,"SMUA DARUL SALAM KELANTAN",,,,1DG202,,
1169,"SMUA SAADAH AL QURA KUALA KRAI KELANTAN",,,,2DG202,,
1170,"SEK MEN KEB TENGKU INDRA PETRA KELANTAN",,,,1DH001,,
1171,"SEK MEN KEB TENGKU INDRA PETRA KELANTAN",,,,1DH002,,
1172,"SEKOLAH MENENGAH BANDAR CHIKU GUA MUSANG KELANTAN",,,,1DH004,,
1173,"SEKOLAH MENENGAH KEBANGSAAN PALOH KELANTAN",,,,1DH005,,
1174,"SEKOLAH MENENGAH SUNGAI ASAP KELANTAN",,,,1DH006,,
1175,"SEK MEN BANDAR CHIKU GUA MUSANG KELANTAN",,,,1DH007,,
1176,"SMK BANDAR CHIKU GUA MUSANG KELANTAN",,,,2DH007,,
1177,"SEKOLAH MENENGAH KEBANGSAAN JEREK KELANTAN",,,,1DH008,,
1178,"SMU ARAB GUA MUSANG KELANTAN",,,,1DH200,,
1179,"SEKOLAH MENENGAH KAMIL P PUTIH KELANTAN",,,,1DJ001,,
1180,"SEKOLAH MENENGAH KAMIL P PUTIH KELANTAN",,,,1DJ002,,
1181,"SEKOLAH MENENGAH KAMIL P PUTIH KELANTAN",,,,1DJ003,,
1182,"SEK MEN KEB TOK JANGGUT P PUTIH KELANTAN",,,,1DJ004,,
1183,"SEK MEN KEB TOK JANGGUT P PUTIH KELANTAN",,,,1DJ005,,
1184,"SEK MEN KEB TOK JANGGUT P PUTIH KELANTAN",,,,1DJ006,,
1185,"SEKOLAH MENENGAH BUKIT JAWA PASIR PUTEH KELANTAN",,,,1DJ007,,
1186,"SEKOLAH MENENGAH BUKIT JAWA PASIR PUTEH KELANTAN",,,,1DJ008,,
1187,"SEKOLAH MENENGAH BUKIT JAWA PASIR PUTEH KELANTAN",,,,1DJ009,,
1188,"SMU ARAB TARBIAH ISLAMIAH LEPAH",,,,2DJ009,,
1189,"SMUA NURUL HIDAYAH TUALANG TINGGI PASIR PUTEH KELANTAN",,,,3DJ009,,
1190,"SMK BUKIT JAWA C PASIR PUTEH KELANTAN",,,,4DJ009,,
1191,"SEK MEN KEB AGAMA DATO' ISMAIL KELANTAN",,,,1DJ010,,
1192,"SEK MEN KEB AGAMA DATO' ISMAIL KELANTAN",,,,1DJ011,,
1193,"SEK MEN UGAMA ARAB TARBIAH DINIAH PASIR PUTEH",,,,2DJ011,,
1194,"SEKOLAH MENENGAH GAAL P PUTEH KELANTAN",,,,1DJ013,,
1195,"SEKOLAH MENENGAH GAAL P PUTEH KELANTAN",,,,1DJ014,,
1196,"SEK MEN UGAMA ARAB NURUL HUDA BUKIT YONG",,,,2DJ014,,
1197,"SEK MEN KEBANGSAAN JERAM PASIR PUTEH KELANTAN",,,,1DJ015,,
1198,"SMU A ITTIFAKIAH TELOSAN 16800 P PUTEH",,,,2DJ015,,
1199,"SEK MEN KEB CHERANG RUKU P PUTIH KELANTAN",,,,1DJ017,,
1200,"SEK MEN KEB CHERANG RUKU P PUTIH KELANTAN",,,,1DJ018,,
1201,"SEKOLAH MENENGAH SRI MAHARAJA P PUTIH KELANTAN",,,,1DJ020,,
1202,"SEKOLAH MENENGAH SRI MAHARAJA P PUTIH KELANTAN",,,,1DJ021,,
1203,"SEK MEN KEB PADANG PAK AMAT P PUTIH KELANTAN",,,,1DJ024,,
1204,"SMU A KHAIRIAH P PUTIH KELANTAN",,,,1DJ200,,
1205,"SMU A NAHDATUL ISLAMIAH JELOR PASIR PUTEH KELANTAN",,,,2DJ200,,
1206,"SMU ARAB SANIAH  P PUTEH KELANTAN",,,,1DJ201,,
1207,"SMU A NURUL ITTIFAK NERING 16800 PASIR PUTEH KELANTAN",,,,2DJ201,,
1208,"SEK MEN UGAMA ARAB DINIAH P PUTEH KELANTAN",,,,1DJ205,,
1209,"SEKOLAH MENENGAH KEBANGSAAN BACHOK KELANTAN",,,,1DK001,,
1210,"SEK MEN KEB BACHOK (CALON PERSENDIRIAN)",,,,2DK001,,
1211,"SEKOLAH MENENGAH KEBANGSAAN NIPAH KELANTAN",,,,1DK003,,
1212,"SEKOLAH MENENGAH KEBANGSAAN NIPAH KELANTAN",,,,1DK004,,
1213,"SEK MEN KEB BERIS KUBOR BESAR KELANTAN",,,,1DK006,,
1214,"SEK MEN KEB BERIS KUBOR BESAR KELANTAN",,,,1DK007,,
1215,"SEKOLAH MENENGAH KEBANGSAAN BADAK BACHOK KELANTAN",,,,1DK008,,
1216,"SEK MEN KEB JELAWAT BACHOK KELANTAN",,,,1DK010,,
1217,"SMK JELAWAT A BACHOK KELANTAN",,,,2DK010,,
1218,"SEK MEN KEB JELAWAT BACHOK KELANTAN",,,,1DK011,,
1219,"SMK JELAWAT B BACHOK KELANTAN",,,,2DK011,,
1220,"SEK MEN KEB SRI GUNUNG BACHOK KELANTAN",,,,1DK012,,
1221,"SEK MEN KEBANGSAAN SRI GUNUNG BACHOK KELANTAN",,,,1DK013,,
1222,"SEKOLAH MENENGAH PUTRI SAADONG KELANTAN",,,,1DK014,,
1223,"SEKOLAH MENENGAH PUTRI SAADONG KELANTAN",,,,1DK015,,
1224,"SEK MEN KEB PUTERI SAADONG BACOK (CALON PERSENDIRIAN)",,,,2DK015,,
1225,"SEK MEN KEB BERIS PANCHOR BACHOK KELANTAN",,,,1DK016,,
1226,"SEKOLAH MENENGAH BERIS PANCHOR KELANTAN",,,,1DK017,,
1227,"SEK MEN KEB BERIS PANCHOR BACHOK KELANTAN",,,,1DK018,,
1228,"SEK MEN KEB KANDIS BACHOK KELANTAN",,,,1DK019,,
1229,"SEKOLAH MENENGAH PAK BADOL KELANTAN",,,,1DK022,,
1230,"SMUA DARUL ULUM AL MUHAMMADIAH KOLAM",,,,2DK022,,
1231,"SMUA AMIR INDERA PETRA BACHOK KELANTAN",,,,1DK200,,
1232,"SMUA YAAKUBIAH NIPAH BACHOK KELANTAN",,,,1DK201,,
1233,"SMU ARAB MUHAMMADIAH BERIS BACHOK KELANTAN",,,,1DK202,,
1234,"SMU A DARUL IMAN BERIS LALANG KELANTAN",,,,1DK203,,
1235,"SEK MEN UGAMA ARAB AL HIDAYAH ISLAMIAH KELANTAN",,,,1DK204,,
1236,"SEKOLAH MENENGAH KEBANGSAAN SANZAC KOTA KINABALU SABAH",,,,1HA001,,
1237,"SEKOLAH MENENGAH KEBANGSAAN SANZAC KOTA KINABALU SABAH",,,,1HA002,,
1238,"MAKTAB SABAH KOTA KINABALU SABAH",,,,1HA003,,
1239,"MAKTAB SABAH KOTA KINABALU SABAH",,,,1HA004,,
1240,"CALON PERSENDIRIAN PERSEORANGAN SABAH",,,,2HA004,,
1241,"SEKOLAH MENENGAH LOK YUK KOTA KINABALU SABAH",,,,1HA005,,
1242,"SEKOLAH MENENGAH LOK YUK KOTA KINABALU SABAH",,,,1HA006,,
1243,"SEKOLAH MENENGAH KEBANGSAAN LIKAS KOTA KINABALU SABAH",,,,1HA007,,
1244,"SEK MEN KEB LIKAS KOTA KINABALU SABAH",,,,1HA008,,
1245,"CALON PERSENDIRIAN PERSEORANGAN SABAH",,,,2HA008,,
1246,"SEK MEN SHAN TAO KOTA KINABALU SABAH",,,,1HA010,,
1247,"SEKOLAH MENENGAH ALL SAINTS KOTA KINABALU SABAH",,,,1HA011,,
1248,"SEKOLAH MENENGAH ALL SAINTS KOTA KINABALU SABAH",,,,1HA012,,
1249,"SEKOLAH MENENGAH STELLA MARIS KOTA KINABALU SABAH",,,,1HA013,,
1250,"SEKOLAH MENENGAH LA SALLE KOTA KINABALU SABAH",,,,1HA014,,
1251,"SEKOLAH MENENGAH TINGGI KOTA KINABALU SABAH",,,,1HA016,,
1252,"SEKOLAH MENENGAH TINGGI KOTA KINABALU SABAH",,,,1HA017,,
1253,"SEKOLAH MENENGAH KONVEN ST FRANCIS SABAH",,,,1HA018,,
1254,"SEKOLAH MENENGAH SAINS SABAH",,,,1HA020,,
1255,"SEKOLAH MENENGAH AGAMA KOTA KINABALU SABAH",,,,1HA021,,
1256,"SEKOLAH MENENGAH TSHUNG TSIN KOTA KINABALU SABAH",,,,1HA022,,
1257,"SEKOLAH MENENGAH TSHUNG TSIN KOTA KINABALU SABAH",,,,1HA023,,
1258,"SEK MEN KEB AGAMA INANAM KOTA KINABALU SABAH",,,,1HA024,,
1259,"SEK MEN KEB INANAM KOTA KINABALU SABAH",,,,1HA025,,
1260,"CALON PERSENDIRIAN PERSEORANGAN SABAH",,,,2HA025,,
1261,"SEK MEN KEB MENGGATAL KOTA KINABALU SABAH",,,,1HA026,,
1262,"CALON PERSENDIRIAN PERSEORANGAN SABAH",,,,2HA026,,
